Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2138,8.784628403,9.968646676,11.29119314,12.77309584,14.43226115,16.28285667,18.35483538,20.67515042,23.27401279,26.18774974,29.4525407,33.10403795,37.1928102,41.75017103,46.8417879,52.53064407,58.88319756,66.00618469,73.9715584,82.89768499,92.88613098,104.0580937,116.4888085,130.3855786,145.7960819,162.7202873,181.3928144,201.9782113,224.6683691,249.6220675,277.0107515,307.0475964,339.9806683,376.0449651,415.5336035,459.0274161,506.8037782,558.9779322,616.2303425,678.8918116,747.8392779,823.0227153,905.3723768,995.0133009,1092.116061,1197.81253,1312.549903,1437.211923,1571.937957,1717.939841,1876.074499,2047.727879,2233.971626,2436.198818,2654.485076,2891.443828,3148.122949,3426.521755,3727.974338,4054.027512,4406.426413,4787.903425,5200.874643,5648.206669,6134.159082,6661.274999,7234.220672,7857.185745,8537.04114,9276.429232,10067.76935,10946.16275,11853.63253,12736.94914,13777.38852,14723.68991,15582.41486,16555.25688,17554.85675,18594.47675,19646.11946,20698.51309,21764.58006,22843.37804,23943.71502,24918.52387,26006.65622,26857.40383,27456.07742,28029.97375,28242.85588,27996.50522,27134.34267,25554.02831,23101.50877,19777.14293,15744.09404,11267.52815,6998.756826,3529.106522,1330.081853
2139,7.76168976,8.813958249,9.990000257,11.3084711,12.78550554,14.43401351,16.28087952,18.35020606,20.66933029,23.27081696,26.18659674,29.44905453,33.10336655,37.17745873,41.72951247,46.815245,52.49334807,58.85837267,65.97232489,73.95401192,82.87274997,92.87574182,104.0746271,116.5226321,130.4574516,145.8807352,162.8455396,181.5695864,202.2179168,224.9581815,249.9472262,277.3573163,307.4153935,340.2904759,376.2813894,415.7386224,459.2787693,506.9798132,559.0622267,616.160042,679.0574318,747.7698105,823.097455,905.2814168,994.4471619,1091.479841,1197.157951,1311.79669,1436.176797,1571.159507,1717.031759,1875.216009,2046.879461,2233.182117,2434.43618,2653.127798,2890.338719,3147.834661,3426.534939,3728.388151,4054.663654,4406.86303,4788.825033,5202.271144,5650.896778,6136.525406,6663.382334,7235.197749,7858.297431,8532.869447,9274.985361,10065.29779,10938.0024,11844.89114,12716.15723,13753.80981,14697.52044,15546.89462,16504.66002,17487.6524,18505.52788,19521.58331,20526.27482,21543.34679,22540.11348,23451.56011,24327.0361,25279.67645,25955.95894,26328.82901,26597.86195,26419.38871,25682.18276,24231.90135,21989.67653,18880.89301,15041.43306,10822.88749,6715.129245,3405.644731,1285.612766
2140,6.852969879,7.787604444,8.832838565,10.0052873,11.31945806,12.78705825,14.43226137,16.27677369,18.34504076,20.66649293,23.2697933,26.18349778,29.44845824,33.08970365,37.15906315,41.70586681,46.78200721,52.47121769,58.82818678,65.95668532,73.93178407,82.86349346,92.89050908,104.104857,116.586881,130.5332252,145.9930481,163.0042944,181.7851436,202.4788496,225.2513408,250.2601426,277.6899188,307.6959831,340.5049092,376.4678545,415.9673691,459.4398262,507.0582013,559.0009817,616.3131851,678.9984294,747.8421336,823.0202525,904.7732862,993.8758598,1090.892657,1196.481646,1310.864729,1435.479519,1570.344996,1716.264019,1874.459517,2046.179167,2231.591788,2433.217509,2652.143972,2890.10744,3147.882323,3426.957031,3729.014404,4055.117573,4407.765444,4790.172452,5204.818926,5653.154013,6138.558035,6664.39632,7236.340437,7854.617368,8531.717061,9272.917982,10058.06787,10930.24201,11825.91021,12694.84605,13729.89748,14664.68737,15500.25541,16442.53585,17405.25315,18389.8606,19361.25192,20320.18398,21260.58171,22080.89617,22900.04793,23653.48672,24439.33201,24900.38674,24995.90834,24895.36284,24252.68446,22954.4563,20872.58686,17992.53226,14377.75283,10353.33513,6457.966161,3270.416811,1240.637061
2141,6.046207526,6.875850696,7.804286351,8.846355029,10.01500831,11.32083298,12.78550646,14.42862209,16.27219234,18.34252317,20.66558462,23.26704007,26.18296847,29.43630438,33.073331,37.13800762,41.67625688,46.76228512,52.44431369,58.81424892,65.93687582,73.92353712,82.87667781,92.91749974,104.162274,116.6546207,130.6337415,146.1354237,163.1978741,182.019781,202.7428262,225.5335245,250.5605772,277.943781,307.8903088,340.6743672,376.6759704,416.114602,459.5125921,507.004922,559.142448,616.2632966,679.0680635,747.776923,822.5645591,904.2607254,993.3495511,1090.286018,1195.643196,1310.240858,1434.749768,1569.659058,1715.590108,1873.839054,2044.744946,2230.498167,2432.342444,2651.961845,2890.183208,3148.307693,3427.569716,3729.478843,4055.996687,4409.061028,4792.581441,5206.967521,5655.108641,6139.59474,6665.555775,7233.095477,7853.714429,8530.003416,9266.503489,10051.20615,10913.04612,11806.5007,12673.25526,13699.83729,14621.50249,15442.8853,16366.21531,17297.97278,18240.77634,19169.22313,20056.47554,20831.22335,21566.39541,22272.01839,22874.71944,23454.819,23651.26405,23409.68397,22869.75857,21694.95663,19791.65392,17097.71578,13718.32286,9909.360765,6185.26814,3147.852285,1191.375091
2142,5.330485221,6.066394846,6.890579639,7.816229,8.854950185,10.01622499,11.3194595,12.78228274,14.42456119,16.2699598,18.34171767,20.66313999,23.26657044,26.17216278,29.42173967,33.05459084,37.11164098,41.65868765,46.73831361,52.43189528,58.79659722,65.92953003,73.93530678,82.90076679,92.96875957,104.2228142,116.7444667,130.7611817,146.3090251,163.4085811,182.2571822,202.9969745,225.8045629,250.7899949,278.119698,308.0441761,340.863565,376.8105128,416.1820488,459.4663385,507.1354931,559.1004765,616.3300499,679.0132791,747.368531,822.1050728,903.7894044,992.8058318,1089.532434,1195.085483,1309.587772,1434.137672,1569.059361,1715.041031,1872.546315,2043.764061,2229.720523,2432.202508,2652.060174,2890.607614,3148.903877,3428.038899,3730.331189,4057.238688,4411.335037,4794.622382,5208.841707,5656.156001,6140.758961,6662.696154,7232.405808,7852.30585,8524.324024,9260.428432,10035.67966,10895.50391,11786.85685,12646.05952,13660.2316,14568.28298,15372.26525,16266.72981,17159.5411,18062.04663,18923.23319,19654.95033,20350.27748,20980.51931,21545.7202,21961.90858,22288.9087,22163.23867,21519.98138,20474.88476,18723.93633,16230.40637,13052.22382,9467.105254,5927.18226,3017.494703,1146.726249
2143,4.696133349,5.348282972,6.079389928,6.901124181,7.823823409,8.856026114,10.0150101,11.31660568,12.77868541,14.42258265,16.26924589,18.33954833,20.66272352,23.25696874,26.15921333,29.40506882,33.0311235,37.09599637,41.63733691,46.7272523,52.41616998,58.79005494,65.94003356,73.95680369,82.94651182,93.02281077,104.3030997,116.8583946,130.9165668,146.4979796,163.6217935,182.4857926,203.2411827,226.0116285,250.9490619,278.2592554,308.2160247,340.9864002,376.8729659,416.1419718,459.5866902,507.1003789,559.1642225,616.2843018,678.6475174,746.9568988,821.6833482,903.3025145,992.1290382,1089.034406,1194.501503,1309.04223,1433.604751,1568.574125,1713.876486,1871.667089,2043.073594,2229.616631,2432.318595,2652.480078,2891.184929,3149.372962,3428.861748,3731.518246,4059.382201,4413.269808,4796.414517,5209.889452,5657.314875,6138.240884,6662.188332,7231.260389,7847.276504,8518.95693,9246.38094,10019.87903,10877.76856,11762.06375,12610.16625,13611.33162,14502.64104,15280.10109,16138.21155,16993.42336,17832.83901,18547.65723,19205.28264,19802.62594,20302.82983,20694.01232,20880.11334,20898.60433,20388.25064,19282.34027,17688.05773,15371.88367,12405.40524,9019.038769,5669.47673,2894.044659,1099.238487
2144,4.134418958,4.711813182,5.359739836,6.08869321,6.907829562,7.8247742,8.854952219,10.01248537,11.31342102,12.77693306,14.42195029,16.26732201,18.33917922,20.65419671,23.24546183,26.14439127,29.38419265,33.01719934,37.07698796,41.62748793,46.71324732,52.41034455,58.79942672,65.95921167,73.99762296,82.99475061,93.09448094,104.4049189,116.9973,131.0856882,146.6892015,163.8271532,182.7055485,203.4278349,226.1552759,251.0754883,278.4151737,308.3280606,341.0441439,376.8382969,416.252783,459.557518,507.1610496,559.1262831,615.9568954,678.2789937,746.5798143,821.2477112,902.6952115,991.6846988,1088.512784,1194.015742,1308.569296,1433.176661,1567.525823,1713.088901,1871.054628,2043.000338,2229.746339,2432.731109,2653.03671,2891.649834,3150.164316,3429.993104,3733.535467,4061.213089,4414.979038,4797.453983,5211.034447,5655.099757,6137.887607,6661.26957,7226.807606,7842.534564,8506.265229,9232.120915,10003.92153,10855.33878,11729.2852,12565.7662,13550.89589,14416.87304,15160.90757,15983.84286,16780.15561,17481.92716,18127.15007,18693.26873,19169.02941,19507.76475,19683.90021,19588.82297,19238.07572,18283.22709,16673.84562,14537.50457,11763.62738,8583.10165,5407.641655,2770.565634,1054.267061
2145,3.637375979,4.148223372,4.721906694,5.367941914,6.094609294,6.908669164,7.823825584,8.852720116,10.00966786,11.31186997,12.77637328,14.42024515,16.26699506,18.33161154,20.64397774,23.23229089,26.12583018,29.37180609,33.00028427,37.06822208,41.61501951,46.70806162,52.41870419,58.81653305,65.995625,74.0406698,83.05870516,93.18538642,104.5290568,117.1484797,131.2568569,146.8734177,164.0246356,182.8735854,203.5573893,226.2696561,251.2167829,278.5172362,308.3813683,341.0142206,376.9402571,416.2287373,459.6150554,507.1298361,558.8333469,615.6271397,677.9420518,746.1903046,820.7032009,902.2991625,991.219177,1088.080766,1193.596511,1308.192267,1432.233952,1566.820897,1712.546198,1871.007267,2043.140118,2230.149129,2433.265743,2653.494065,2892.40821,3151.239843,3431.888447,3735.264719,4062.839544,4416.002979,4798.577992,5209.088262,5654.877272,6137.163701,6657.328587,7222.61931,7831.058074,8493.414136,9217.735003,9983.698752,10825.63366,11688.66082,12510.78055,13471.8386,14305.82852,15017.60326,15785.44322,16452.75499,17089.13337,17648.36667,18100.79755,18425.36909,18564.15958,18476.98399,18044.61104,17265.79797,15824.98479,13718.99979,11138.69008,8149.484336,5152.43521,2644.852441,1009.285077
2146,3.197947479,3.649520881,4.157109634,4.729132752,5.373157755,6.095350161,6.907831802,7.821853557,8.850229099,10.00829587,11.31137473,12.77486293,14.4199557,16.2602827,18.32254182,20.63228094,23.21579736,26.11481734,29.35676143,32.99248596,37.05712623,41.61040486,46.71551588,52.43395846,58.84901024,66.03402749,74.09773354,83.13983506,93.29621509,104.6641599,117.3015055,131.4217874,147.0506353,164.175706,182.9902788,203.6607334,226.3975299,251.3096384,278.5663643,308.3556051,341.1079295,376.9206124,416.2831359,459.5896332,506.8678311,558.5384172,615.3262347,677.5940186,745.7024165,820.3505212,901.8841115,990.8353331,1087.709644,1193.264944,1307.345346,1431.603702,1566.340589,1712.520576,1871.154075,2043.531334,2230.660877,2433.712829,2654.218501,2893.428157,3153.018066,3433.518667,3736.80874,4063.842159,4417.100155,4796.87055,5208.975882,5654.320482,6133.677468,6653.630969,7212.236359,7819.467451,8480.463959,9199.466064,9956.870347,10788.7476,11638.24812,12438.77004,13369.37005,14172.19535,14833.22533,15480.03753,16086.37533,16641.9356,17094.25784,17405.1126,17542.15693,17435.60865,17031.87107,16207.71555,14958.51907,13034.79243,10524.32572,7726.389137,4897.988953,2522.166291,963.4892124
2147,2.809730244,3.208625221,3.657338876,4.163471422,4.733727948,5.373811013,6.094611541,6.906090786,7.819652719,8.849016296,10.00785801,11.31003778,12.77460683,14.41400569,16.25223789,18.31216045,20.61763336,23.20601136,26.10144338,29.34982733,32.98261612,37.05302136,41.61704913,46.72911413,52.46291737,58.88326332,66.08492824,74.17013148,83.2387428,93.41682949,104.8009265,117.4489827,131.5805113,147.1862606,164.2806692,183.0835279,203.7763067,226.4818893,251.354834,278.5442461,308.4416255,341.0920605,376.9719187,416.2626763,459.3555029,506.6041382,558.2698269,615.0154331,677.157143,745.3886043,819.9808069,901.5434418,990.507181,1087.41857,1192.504621,1306.782465,1431.179263,1566.333074,1712.671819,1871.532238,2044.019656,2231.09553,2434.402842,2655.183537,2895.094013,3154.552308,3434.981123,3737.785105,4064.907972,4415.604588,4796.850222,5208.56198,5651.238683,6130.415109,6644.233453,7201.777736,7807.800631,8463.983804,9175.187904,9923.491831,10742.87971,11572.15156,12345.33342,13245.94125,14000.07688,14548.63267,15138.3661,15669.28565,16124.30535,16443.35273,16578.31366,16484.819,16082.65584,15310.27679,14055.04856,12334.47783,10011.54325,7309.511436,4649.244616,2399.640443,918.7960643
2148,2.467026247,2.819111799,3.215498769,3.66293589,4.16751703,4.734303541,5.373159965,6.093075597,6.904147711,7.81858137,8.848629406,10.0066753,11.30981132,12.76933591,14.40687442,16.24302962,18.29916009,20.60894268,23.19412912,26.09528094,29.34105236,32.97896632,37.05894095,41.62916641,46.75492747,52.49346132,58.92865875,66.14951524,74.25839137,83.34638044,93.53894095,104.932759,117.5909625,131.7020335,147.2805381,164.3646896,183.1878454,203.8528379,226.5233897,251.3359047,278.623096,308.4289844,341.1403183,376.9556886,416.0535922,459.1199477,506.3644807,557.9924092,614.6244392,676.8781299,745.0595294,819.6787694,901.2536569,990.2520609,1086.736633,1192.002312,1306.407965,1431.186677,1566.486539,1713.035796,1871.996841,2044.440192,2231.751029,2435.314027,2656.741916,2896.535464,3155.934658,3435.927294,3738.815762,4063.600075,4415.660565,4796.557994,5205.840204,5648.362752,6121.907102,6634.792816,7191.262431,7792.922191,8442.045025,9144.923206,9881.899527,10682.67448,11486.29605,12232.67854,13086.79779,13733.68734,14230.33802,14749.44309,15186.4414,15516.01183,15669.25473,15587.57017,15215.68557,14468.45034,13289.21445,11602.00619,9485.064028,6962.171882,4403.632605,2279.699068,874.1613123
2149,2.164722358,2.475263568,2.82515096,3.220419649,3.666495177,4.16802384,4.733730088,5.371805932,6.091361348,6.903201986,7.818239752,8.84758384,10.00647517,11.30514492,12.7630184,14.39871179,16.23149828,18.29144681,20.59839199,23.18865543,26.08748344,29.33780874,32.98423765,37.06973375,41.65216694,46.782155,52.53393632,58.98626729,66.22825075,74.35443851,83.45536455,93.65666905,105.0597233,117.6997088,131.7865471,147.3561326,164.4587133,183.2571762,203.8908746,226.5072452,251.4080723,278.6132047,308.4742543,341.1276864,376.7690168,415.8433086,458.9063029,506.1169508,557.6426363,614.3765289,676.5854485,744.7919859,819.4231841,901.0304406,989.6408716,1086.288841,1191.672298,1306.427531,1431.340461,1566.835453,1713.476621,1872.401943,2045.061401,2232.609725,2436.769966,2658.094002,2897.839453,3156.847638,3436.919867,3737.674241,4063.718651,4415.471418,4794.156784,5203.307636,5640.659039,6113.383382,6625.312087,7177.823773,7773.081458,8414.642622,9107.132266,9827.245913,10604.38792,11382.68494,12087.27438,12839.82467,13435.84156,13868.06578,14299.15293,14618.81151,14792.11525,14740.79209,14396.92633,13699.24187,12570.17003,10981.60614,8932.49344,6604.374052,4199.360356,2161.088323,830.4680539
2150,1.898221686,2.171950328,2.480566156,2.829474498,3.223548979,3.666941112,4.167519077,4.73253727,5.370294675,6.090527121,6.90290055,7.817316064,8.847407093,10.00234665,11.29955187,12.75578721,14.38848983,16.22465664,18.28208406,20.59353289,23.18173027,26.08460223,29.34250028,32.99384603,37.09021895,41.67642872,46.81823121,52.58530686,59.05649381,66.31393071,74.45169626,83.56045565,93.77009005,105.1570072,117.7753718,131.854425,147.4407544,164.521426,183.2919751,203.8771562,226.5731904,251.4005118,278.655556,308.4646699,340.9611504,376.5813381,415.6529829,458.6856427,505.8041556,557.4224925,614.1163831,676.3486716,744.5668172,819.228223,900.4831113,989.2420071,1085.998476,1191.701608,1306.580048,1431.673613,1567.252588,1713.865308,1872.989283,2045.86919,2233.968308,2438.036349,2659.321738,2898.716934,3157.800051,3435.925687,3737.843489,4063.616279,4413.355608,4791.929359,5196.332494,5632.962542,6104.833618,6613.169402,7159.872074,7748.250319,8380.353904,9057.419487,9756.103098,10509.82331,11248.81499,11861.01577,12563.775,13096.88672,13448.58826,13769.60045,13942.8721,13923.06115,13623.65253,12972.17395,11912.85068,10398.50182,8464.925267,6227.443988,3988.269594,2062.578353,787.2595286
2151,1.663425961,1.904559841,2.176603172,2.484362377,2.832223972,3.223941087,3.666497116,4.166469002,4.731205916,5.36955934,6.09026133,6.902085111,7.817160067,8.843756887,9.997398188,11.2931499,12.74673165,14.38242511,16.21635308,18.27777308,20.58738601,23.17917233,26.08877544,29.35104975,33.01208209,37.11182846,41.70857184,46.86402424,52.6479275,59.13291215,66.40069857,74.5454966,83.66173741,93.85703012,105.2247247,117.8362402,131.9304329,147.497393,164.5532026,183.2803642,203.9373179,226.5675943,251.4400261,278.6485396,308.3162246,340.793772,376.4118322,415.4564087,458.4061613,505.6087612,557.1913993,613.9069995,676.150523,744.3968193,818.7384559,900.1281572,988.9868728,1086.035442,1191.85159,1306.896999,1432.067221,1567.624131,1714.419393,1873.747836,2047.135472,2235.152788,2439.19028,2660.1621,2899.627707,3156.936106,3436.13525,3737.813665,4061.754104,4411.399304,4785.614886,5189.38359,5625.25184,6093.85934,6596.920874,7137.360056,7717.113358,8335.199519,8992.640402,9670.088144,10387.51644,11039.94558,11608.20206,12249.669,12704.3738,12955.09939,13138.60705,13130.65057,12876.15595,12284.9035,11290.91512,9865.194569,8024.966664,5908.864536,3765.094561,1960.54698,751.3734839
2152,1.456669398,1.668980155,1.908639888,2.179934234,2.486776523,2.832568517,3.2235508,3.665573338,4.165296941,4.730558206,5.369325146,6.089541979,6.901947521,7.813934999,8.839381657,9.991734019,11.28513273,12.74135899,14.37506547,16.21253067,18.27232023,20.58511636,23.18288232,26.09637853,29.36727519,33.03131989,37.14045471,41.74937712,46.91984457,52.71606751,59.21030774,66.48439654,74.63592795,83.73940171,93.91757355,105.2792883,117.9044204,131.9814793,147.5263545,164.5434182,183.3351619,203.9333659,226.6043623,251.4351593,278.516363,308.1670769,340.6429266,376.2367613,415.2068524,458.2329125,505.4035701,557.0063752,613.7328086,676.0025472,743.9588325,818.4228516,899.9043127,989.0297067,1086.181831,1192.152193,1307.267429,1432.421056,1568.145674,1715.130485,1874.926675,2048.24191,2236.235609,2439.992528,2661.030354,2898.878779,3157.177043,3436.165533,3736.177164,4060.038243,4405.684335,4779.342263,5182.430398,5615.33269,6079.14892,6576.503502,7109.071124,7676.065821,8276.299324,8914.247398,9558.726152,10196.1781,10806.64111,11320.57995,11885.90432,12242.45197,12366.71575,12379.7104,12151.05281,11619.75275,10702.43369,9360.018859,7622.384987,5608.748721,3576.696406,1852.395128,714.2046324
2153,1.274688181,1.461533248,1.672555547,1.911560879,2.182052578,2.487079076,2.832225669,3.22273867,3.664542222,4.164726805,4.730351997,5.368691024,6.089420708,6.899100108,7.810069284,8.834373618,9.984640782,11.28037619,12.73484004,14.37167833,16.20769636,18.27030752,20.58841253,23.18963996,26.11080714,29.38439265,33.05680172,37.17679945,41.79911639,46.98058328,52.78508496,59.28497779,66.56511563,74.70529759,83.79350821,93.96643287,105.3404254,117.950362,132.0078114,147.5181486,164.5932461,183.3325748,203.9674895,226.6012813,251.3176084,278.3836034,308.0329563,340.487128,376.0139763,415.0533616,458.050905,505.2401729,556.8533976,613.6042192,675.6111002,743.6784192,818.2267473,899.9514803,989.1716865,1086.466044,1192.500031,1307.603249,1432.910786,1568.811078,1716.226605,1875.958832,2049.25647,2236.999265,2440.817939,2660.382826,2899.143374,3157.256588,3434.729656,3734.674764,4054.866506,4400.023855,4773.073594,5173.465742,5602.01363,6060.626622,6550.791848,7071.738938,7622.467734,8204.955423,8812.65142,9384.04608,9982.530615,10541.25913,10987.46629,11457.67667,11691.37373,11658.43711,11463.35513,10973.73119,10132.09666,8881.47411,7240.562059,5334.006424,3399.028386,1761.182568,674.8061611
