Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2185,0.006307293,0.007380677,0.008622986,0.010062457,0.01173078,0.013656358,0.015885751,0.018465957,0.02145063,0.024908177,0.028906268,0.033525486,0.038861681,0.045015469,0.052113139,0.060294221,0.069730355,0.080644237,0.093183,0.10764531,0.124316383,0.143500524,0.165555659,0.190824011,0.219792818,0.252888645,0.290727201,0.333935253,0.383244577,0.439482889,0.503530975,0.576451094,0.659427828,0.753695946,0.860713728,0.982236291,1.120371781,1.276817891,1.4541322,1.654239162,1.881357893,2.13644448,2.425362369,2.751046917,3.115008246,3.525124649,3.986664266,4.504811164,5.08412459,5.738528341,6.472506399,7.297653458,8.221748353,9.258749126,10.41894011,11.71811576,13.17417809,14.8077405,16.63622799,18.68253016,20.96828185,23.51986929,26.38028874,29.58230302,33.16091284,37.16483553,41.64982361,46.65369019,52.23944671,58.39749321,65.27203282,72.85881092,81.10652998,90.16153047,100.0380196,110.8035562,122.5470039,135.2786856,149.0123995,163.7737555,179.7906047,196.9687099,215.1873048,234.5976573,254.431212,273.3559699,292.4061951,310.958048,328.0906604,342.5585063,352.6589496,356.2850268,351.0560372,334.4466135,304.6630921,261.2942778,206.7225949,146.8466323,90.31754972,45.80929181,17.95522831
2186,0.005400886,0.0063242,0.007393524,0.008633343,0.010071169,0.011731746,0.013655437,0.015883074,0.018461281,0.021449439,0.024906345,0.028901946,0.033519371,0.038845876,0.044990747,0.052075796,0.060248991,0.069705681,0.08058009,0.093126507,0.107605004,0.124293829,0.143504156,0.165540542,0.190833332,0.219763623,0.252878125,0.290732316,0.333974483,0.383332671,0.439585985,0.503651312,0.576597923,0.659539348,0.753734208,0.860746714,0.982450563,1.120373201,1.276791851,1.453453053,1.65411621,1.879662751,2.135346837,2.42377752,2.746425855,3.110340065,3.520187495,3.980593256,4.495670857,5.077788266,5.731043591,6.465845801,7.289284003,8.213899601,9.248918281,10.4086309,11.70909216,13.16851298,14.80275318,16.63229215,18.6763894,20.95849583,23.51666989,26.37991721,29.57920181,33.15687913,37.16937364,41.63988516,46.64414882,52.1961787,58.35834207,65.22473363,72.75020846,80.98693492,89.98221268,99.79335309,110.5125602,122.1498052,134.7082246,148.2115929,162.8438315,178.5383287,195.1045694,212.8498776,231.0650909,248.3599109,265.8271487,282.8938493,298.7446168,312.2219091,321.8107628,325.5545447,321.2023951,306.5081117,279.6342236,240.2745675,190.4622863,135.5195095,83.46737626,42.38150711,16.62011906
2187,0.004621643,0.005415362,0.006335208,0.007402405,0.008640818,0.010071999,0.011730955,0.013653135,0.015879052,0.018460256,0.021447862,0.024902621,0.028896675,0.033505739,0.038824542,0.044958508,0.052036731,0.060227672,0.069650237,0.080531239,0.093091644,0.107585485,0.124296978,0.143491055,0.16554863,0.190807991,0.219754486,0.252882591,0.290766494,0.334051292,0.383422658,0.439691196,0.503779892,0.576695951,0.659573374,0.753764509,0.860936238,0.98245499,1.120354552,1.276202005,1.453351345,1.652637085,1.878709586,2.133966767,2.419726462,2.742334607,3.106013107,3.514862269,3.972560728,4.490113656,5.071219344,5.725205917,6.458504866,7.282407148,8.205267191,9.239868157,10.40072834,11.70417752,13.16421677,14.79941784,16.6269859,18.66790626,20.95588335,23.51662799,26.37752578,29.57603566,33.16142315,37.16118406,41.63207613,46.60651464,52.16222803,58.31731243,65.12931361,72.64502282,80.82803888,89.76493532,99.5349118,110.1587455,121.6407141,133.991639,147.3776786,161.7198217,176.8629583,193.0019426,209.667744,225.582524,241.5614025,257.2350157,271.8553317,284.3884613,293.4283944,297.2193658,293.6641329,280.6277105,256.4669212,220.7183164,175.2945013,124.9686181,77.08808149,39.1868307,15.37648075
2188,0.003952156,0.004634031,0.005424789,0.006342818,0.007408814,0.00864153,0.01007132,0.011728978,0.013649678,0.01587817,0.018458899,0.021444655,0.02489808,0.028884923,0.033487338,0.038796721,0.044924782,0.052018318,0.060179768,0.069608013,0.080501096,0.093074761,0.107588213,0.124285631,0.143498069,0.165526655,0.190800062,0.21975838,0.252912339,0.2908334,0.334129762,0.38351456,0.439803699,0.503865981,0.576726167,0.659601109,0.753931991,0.860942872,0.982442276,1.119842607,1.276118186,1.452061586,1.651809988,1.8775087,2.130417854,2.416143401,2.738545219,3.101345471,3.507808289,3.967690198,4.484352314,5.066106229,5.718771196,6.452483395,7.27483166,8.197327088,9.232951632,10.39646829,11.70048072,13.16139665,14.79483682,16.61963806,18.66578814,20.95609945,23.51482412,26.37508104,29.58052316,33.1547132,37.15483479,41.59936326,46.57711455,52.12666044,58.23358304,65.03698387,72.50440886,80.6353319,89.53568212,99.22011712,109.7049576,121.0001689,133.2445246,146.369525,160.2150635,174.9717819,190.1370516,204.7207836,219.4450796,233.8035265,247.2631028,258.8754142,267.3759067,271.1345477,268.2555008,256.7363648,234.9872637,202.5994065,161.168124,115.1164962,71.14077094,36.21008935,14.21741673
2189,0.003377343,0.00396275,0.004642098,0.005431305,0.006348309,0.007409424,0.008640947,0.010069623,0.011726008,0.01364892,0.015877003,0.018456139,0.021440744,0.024887954,0.02886906,0.033463342,0.038767617,0.044908885,0.051976944,0.060143287,0.069581962,0.080486499,0.093077122,0.107578393,0.124291708,0.143479026,0.165519779,0.190803455,0.219784249,0.252970563,0.290901762,0.334209962,0.383612902,0.439879232,0.503892778,0.576751468,0.659748972,0.753940183,0.860934883,0.981998243,1.119773816,1.2749943,1.451344408,1.65076575,1.87440184,2.127282018,2.412827159,2.734456986,3.095155353,3.5035426,3.962640621,4.479876815,5.060469517,5.713502102,6.445839472,7.267869651,8.191277308,9.229262105,10.393291,11.69810202,13.15744545,14.78847774,16.61793514,18.66620254,20.95477945,23.51297665,26.37946341,29.57506121,33.14959177,37.12641012,41.57392385,46.54632506,52.05321296,58.1526438,64.91277972,72.33371934,80.43223461,89.25593569,98.81610917,109.1330549,120.3315177,132.341143,145.0189946,158.5151533,172.3928557,185.6758715,199.1846023,212.442342,224.7988023,235.5331498,243.4844536,247.1779255,244.84951,234.6757854,215.1414393,185.7841082,148.0669488,105.9314484,65.58233628,33.43333946,13.13742196
2190,0.002884147,0.003386396,0.003969647,0.004647674,0.005436007,0.006348832,0.007408925,0.008639491,0.010067073,0.011725357,0.013647917,0.015874629,0.018452773,0.021432025,0.024874286,0.028848373,0.033438239,0.0387539,0.044873167,0.051945436,0.060120781,0.069569347,0.080488542,0.093068628,0.107583655,0.124275219,0.143473068,0.165522732,0.190825929,0.219834871,0.253030063,0.290971682,0.334295843,0.383679107,0.439902966,0.503915787,0.57688188,0.6597582,0.753935915,0.860550017,0.981942045,1.118795114,1.274372879,1.450437016,1.6480477,1.871659302,2.124381839,2.409248958,2.729028934,3.091422103,3.499119979,3.958725939,4.474942451,5.055861821,5.707678774,6.439738798,7.262581348,8.188084648,9.226534611,10.39128988,11.69469739,13.15194697,14.78712236,16.6184983,18.66527863,20.95342398,23.51721689,26.37505169,29.57096887,33.12490706,37.10440928,41.54729191,46.48196419,51.98228283,58.04306482,64.76187273,72.15403448,80.18395338,88.89667569,98.30610125,108.5353204,119.5228712,131.1301964,143.4921245,156.1951466,168.3703434,180.6848856,192.8686685,204.3132646,214.2028318,221.6160486,225.1966159,223.3394178,214.3386612,196.8005945,170.2332575,135.8959773,97.40462417,60.39562674,30.83661917,12.1299863
2191,0.002461275,0.002891878,0.00339229,0.003974416,0.004651697,0.005436455,0.006348404,0.007407676,0.008637303,0.010066514,0.011724496,0.013645877,0.015871734,0.018445269,0.021420255,0.024856461,0.028826732,0.033426407,0.038723078,0.044845966,0.051926001,0.060109883,0.069571115,0.080481197,0.093073182,0.107569387,0.124270061,0.143475636,0.16554224,0.190869901,0.219886608,0.253090961,0.291046608,0.334353812,0.383700098,0.439923828,0.504030695,0.576891728,0.659756824,0.75360257,0.860504344,0.98109034,1.11825705,1.273584938,1.448060705,1.645650736,1.869124734,2.121252199,2.404492541,2.72576405,3.0875514,3.495698276,3.954409412,4.470915864,5.050760951,5.702336169,6.435119075,7.25982108,8.185746191,9.224855922,10.38835925,11.68994741,13.15088139,14.78779336,16.61789628,18.66432601,20.95749465,23.5136865,26.3718193,29.54954192,33.10589381,37.08138577,41.49091759,46.4198713,51.88562782,57.90980598,64.60319933,71.93397056,79.86489783,88.44240325,97.77239166,107.81232,118.4382358,129.7600672,141.4065912,152.5705502,163.8715583,174.9916839,185.5361599,194.7444082,201.6237696,205.0659576,203.5904256,195.6350929,179.8782372,155.8481054,124.6290921,89.47525326,55.57646977,28.41213701,11.18786739
2192,0.002098955,0.002467872,0.002896912,0.003396365,0.003977857,0.004652081,0.005436089,0.006347334,0.0074058,0.008636824,0.010065774,0.011722743,0.013643388,0.01586528,0.018435139,0.021404905,0.024837815,0.028816531,0.033399823,0.038699605,0.04482919,0.05191659,0.060111412,0.069564767,0.080485137,0.093060841,0.107564924,0.124272292,0.143492556,0.165580403,0.190914848,0.219939598,0.253156264,0.291097311,0.334372352,0.383718961,0.440024973,0.504040834,0.576892564,0.659468317,0.753565665,0.859763657,0.980624787,1.117573298,1.27150876,1.445967166,1.643437164,1.866389315,2.117087178,2.401639278,2.722378859,3.084562779,3.491924923,3.95089312,4.466450725,5.046085168,5.698303099,6.432734779,7.257818763,8.184342307,9.222335988,10.38425987,11.68912246,13.15162668,14.78745068,16.61727117,18.6682076,20.95470148,23.51117016,26.35323055,29.53312097,33.08600455,37.03201398,41.43658496,46.334696,51.7679785,57.76985586,64.40850826,71.65099718,79.46079025,87.96641999,97.1267338,106.8419665,117.2100631,127.8871275,138.1430084,148.5181213,158.7405299,168.3815698,176.9020864,183.3781141,186.6527419,185.4929219,178.4503168,164.3022079,142.5631258,114.196406,82.12773665,51.09103002,26.15819365,10.30823837
2193,0.001788744,0.002104582,0.002472168,0.002900392,0.003399305,0.003978185,0.004651767,0.005435173,0.006345727,0.007405389,0.008636189,0.010064269,0.011720605,0.01363784,0.015856567,0.018421929,0.021388848,0.024829026,0.028793614,0.033379578,0.03868513,0.044821066,0.051917911,0.060105927,0.069568173,0.080474468,0.093056982,0.107566861,0.124286955,0.14352565,0.165619417,0.190960914,0.219996459,0.253200567,0.291113663,0.334389361,0.383807896,0.440035148,0.504043325,0.576643065,0.659438699,0.752921978,0.859361138,0.980031852,1.115760518,1.26968143,1.444035223,1.641047905,1.86274467,2.114595341,2.398680787,2.719770423,3.081266666,3.488856475,3.946987117,4.462361201,5.042566573,5.696245446,6.431022574,7.256648634,8.182177878,9.21880163,10.38363376,11.6899147,13.15149076,14.78708957,16.62095072,18.66602882,20.9527789,23.49505386,26.33905897,29.51595042,33.0427797,36.98447928,41.36154993,46.2309251,51.64457107,57.59781701,64.15800504,71.29199087,79.03683037,87.39051266,96.25966102,105.7423402,115.5298501,124.9514829,134.4954277,143.8968704,152.782674,160.5956048,166.6403174,169.8396075,168.9292775,162.6913263,149.9792037,130.3239215,104.5521369,75.31754396,46.93117823,24.05911731,9.49048273
2194,0.001523339,0.001793538,0.002108245,0.002475137,0.002902903,0.003399586,0.003977916,0.004650983,0.005433796,0.006345375,0.007404845,0.008634898,0.010062434,0.011715838,0.01363035,0.015845204,0.018408109,0.02138128,0.02480928,0.028776161,0.033367094,0.038678121,0.044822207,0.051913175,0.060108871,0.069558954,0.080471132,0.093058662,0.107579559,0.124315632,0.143559486,0.165659429,0.191010378,0.220035129,0.253214969,0.291128962,0.334467474,0.383817912,0.440038842,0.503827732,0.57661948,0.65887972,0.752574222,0.858847314,0.978450087,1.114166576,1.267996384,1.44194971,1.637860747,1.860569965,2.112011525,2.396405792,2.716893316,3.078591008,3.485441963,3.943412764,4.459293537,5.040792479,5.694783342,6.430050856,7.254791654,8.179133774,9.218338913,10.38445086,11.68994149,13.15134024,14.79055947,16.61928172,18.66459617,20.93881605,23.48283367,26.32424674,29.47811543,33.00120677,36.91837951,41.27004942,46.12220886,51.49258182,57.3763237,63.83965996,70.91486402,78.52379726,86.61665247,95.27630602,104.2368147,112.8920537,121.6715497,130.3365122,138.5305804,145.7627929,151.3366302,154.4076996,153.7959196,148.2578054,136.8339175,119.05911,95.65849658,69.01589462,43.07221195,22.11131533,8.728914556
2195,0.00129643,0.001527422,0.00179666,0.002110777,0.00247728,0.002903142,0.003399356,0.003977246,0.004649806,0.005433495,0.006344909,0.007403738,0.008633324,0.010058342,0.011709404,0.013620583,0.015833318,0.018401596,0.021364276,0.024794243,0.0287654,0.033361049,0.038679106,0.044818118,0.051915718,0.060100907,0.069556071,0.080472589,0.093069654,0.107604391,0.124344955,0.14359421,0.16570242,0.191044098,0.220047798,0.253228695,0.291197493,0.334477183,0.383822443,0.439852702,0.503809123,0.576134446,0.658579516,0.752129275,0.857468041,0.977060631,1.112697819,1.266177191,1.439164467,1.635964068,1.858314914,2.110028709,2.393896217,2.714561908,3.07560827,3.482320057,3.940740127,4.457765407,5.039545745,5.693979657,6.428459499,7.252172559,8.178804469,9.219163228,10.38460363,11.68995684,13.15459728,14.78931136,16.61825105,18.6525084,20.92828819,23.47006666,26.29113961,29.44176506,32.94299099,36.83770108,41.17430762,45.98805873,51.29678308,57.09437103,63.50481312,70.45844465,77.83402254,85.73832357,93.92893612,101.8694927,109.9459312,117.9324477,125.5068189,132.2057898,137.4102159,140.2907034,139.8970607,135.0614942,124.7846412,108.7113517,87.46507328,63.19918243,39.49836441,20.30337505,8.022230398
2196,0.001102567,0.001299905,0.001530081,0.001798818,0.002112605,0.002477484,0.002902946,0.003398784,0.003976239,0.004649548,0.005433096,0.00634396,0.007402388,0.008629813,0.010052818,0.011701014,0.013610365,0.015827715,0.018386962,0.021351327,0.024784973,0.02876019,0.033361899,0.038675578,0.044820315,0.051908842,0.060098417,0.069557334,0.080482099,0.093091145,0.107629786,0.124375067,0.143631543,0.165731795,0.191055227,0.220060084,0.253288753,0.29120679,0.334482259,0.383661878,0.439838181,0.503388586,0.575875512,0.658194504,0.750927399,0.85625764,0.975781235,1.111111961,1.263744766,1.43751136,1.633997248,1.856587942,2.107841227,2.391866236,2.711958214,3.072883485,3.479993264,3.939425184,4.456703923,5.038884025,5.692617554,6.426208501,7.251951383,8.1796221,9.219411471,10.38474754,11.69300132,13.15369463,14.78860827,16.60779526,18.64344752,20.91729427,23.44110728,26.25936595,29.39049834,32.87187015,36.75338951,41.05594075,45.81513792,51.04711748,56.79741515,63.09951453,69.84443791,77.05051709,84.53394603,91.80694575,99.2264045,106.5879644,113.5900709,119.8127887,124.6761625,127.4378403,127.1747394,122.9328465,113.7595581,99.21801181,79.93159279,57.83536512,36.19678165,18.62807455,7.366289616
2197,0.000937051,0.001105522,0.001302168,0.001531919,0.001800376,0.002112779,0.002477317,0.002902457,0.003397923,0.003976018,0.004649206,0.005432283,0.006342803,0.007399378,0.008625073,0.010045614,0.011692236,0.013605549,0.015815128,0.018375818,0.021343345,0.024780484,0.028760923,0.033358857,0.038677474,0.04481438,0.051906692,0.060099511,0.069565558,0.08050069,0.093113125,0.107655879,0.12440746,0.14365711,0.165741559,0.191066201,0.220112658,0.253297565,0.291212179,0.334343886,0.383650698,0.439473861,0.503165439,0.575542631,0.657147967,0.749873703,0.855143928,0.974399686,1.108989029,1.262304881,1.435797059,1.632494111,1.854682531,2.106074935,2.389594991,2.709581742,3.070859288,3.478862941,3.938522858,4.456161842,5.037719588,5.690685054,6.4260742,7.252751558,8.179940628,9.219652957,10.3875825,11.69238032,13.15325638,14.77957209,16.60000531,18.63399007,20.89197389,23.41334481,26.21422741,29.3278094,32.79764167,36.64895254,40.90327502,45.59427055,50.78381989,56.43793955,62.55397459,69.14644968,75.97536003,82.63417365,89.43863105,96.21439235,102.6880668,108.4691045,113.0304411,115.6793786,115.5849336,111.8230519,103.6181041,90.52410518,73.01373261,52.89899267,33.14973266,17.07955134,6.758472015
2198,0.000795833,0.000939563,0.001107447,0.001303732,0.001533245,0.001800524,0.002112637,0.0024769,0.002901722,0.003397734,0.003975726,0.004648511,0.005431293,0.006340224,0.007395314,0.008618893,0.010038079,0.011688099,0.01359473,0.015805543,0.018368949,0.02133948,0.024781116,0.0287583,0.033360492,0.038672353,0.044812524,0.051907639,0.06010662,0.069581633,0.080519707,0.093135724,0.107683967,0.124429694,0.143665667,0.165751341,0.191112176,0.220120939,0.253303087,0.291093044,0.334335424,0.383335365,0.439281724,0.502877864,0.574632067,0.656231352,0.748904883,0.853941163,0.972548073,1.107735666,1.260811643,1.434489614,1.630835509,1.853146752,2.104095017,2.387523746,2.707822106,3.069888701,3.478097185,3.938081326,4.455167667,5.036062414,5.690619828,6.426848755,7.2531197,8.180254101,9.222283639,10.38718931,11.69215412,13.14545427,14.7728824,16.59187847,18.61186218,20.86772712,23.37361203,26.1589812,29.26246612,32.70551552,36.51417513,40.7079474,45.36103381,50.46505584,55.95381346,61.93333162,68.18793698,74.27677152,80.51466028,86.74026955,92.71618088,98.08764328,102.3661311,104.920339,104.9755544,101.6954171,94.32112833,82.51970328,66.67264044,48.36183983,30.3432116,15.64962833,6.196650623
2199,0.000675425,0.000797966,0.000941198,0.001108777,0.001304861,0.001533372,0.001800403,0.002112281,0.002476273,0.002901561,0.003397485,0.003975132,0.004647663,0.005429084,0.006336742,0.007390015,0.008612427,0.010034527,0.011678804,0.013586491,0.015799636,0.018365623,0.021340025,0.024778856,0.028759711,0.033356076,0.038670752,0.044813343,0.051913781,0.060120515,0.069598078,0.08053927,0.093160065,0.107703288,0.124437185,0.14367437,0.165791505,0.1911199,0.220126454,0.253200614,0.291086779,0.334062742,0.383170088,0.439033497,0.502086222,0.573835319,0.655389183,0.747858487,0.852327262,0.971457773,1.106435812,1.259675153,1.433046814,1.629501064,1.851421949,2.102291005,2.3859952,2.706989589,3.06923998,3.477739904,3.937233659,4.453748276,5.036051415,5.691362763,6.427249675,7.253484156,8.182687422,9.222072951,10.38713094,11.68542401,13.1397163,14.76590707,16.57255084,18.59069657,20.83276368,23.32493723,26.10147149,29.18120828,32.58655762,36.3414406,40.50140421,45.07863635,50.03552805,55.40260715,61.08041423,66.67128314,72.38242978,78.10026267,83.6062771,88.5884927,92.60218403,95.06286689,95.26203909,92.41799486,85.83957573,75.17533864,60.82881868,44.19920516,27.76157475,14.33187107,5.677858699
2200,0.000572831,0.000677236,0.000799355,0.000942329,0.001109737,0.001304968,0.001533268,0.0018001,0.002111746,0.002476135,0.002901348,0.003396977,0.003974407,0.004645773,0.005426103,0.006332201,0.007384471,0.00860938,0.010026547,0.011671726,0.013581413,0.015796775,0.018366091,0.021338079,0.024780072,0.028755905,0.033354696,0.038671461,0.044818649,0.051925786,0.06013473,0.069615006,0.080560354,0.093176843,0.107709838,0.124444913,0.143709422,0.165798663,0.191125303,0.220038395,0.253196112,0.290851204,0.333920711,0.38295602,0.4383458,0.501394204,0.573103811,0.654479484,0.746452744,0.851379431,0.970326988,1.10544856,1.258420899,1.431888093,1.627999478,1.849851748,2.10096413,2.38528188,2.706441015,3.068953061,3.477018167,3.936019433,4.453779172,5.036758505,5.691782866,6.427648002,7.255728258,8.182621273,9.222145506,10.38133141,11.68050854,13.13373662,14.74903489,16.55408506,18.55994132,20.78989208,23.27433565,26.02981359,29.07622523,32.4338371,36.158541,40.25130489,44.69791185,49.54610164,54.64457059,59.72876856,64.98049501,70.22498762,75.2960494,79.90739074,83.66419813,86.0329521,86.35701385,83.91797541,78.0638299,68.46948803,55.46185082,40.35932949,25.39115329,13.11905782,5.199761752
