Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2064,6669.835064,7167.597082,7619.01345,8129.648322,8660.337457,9218.144239,9794.728973,10394.42889,11032.59664,11713.32165,12462.85779,13266.28334,14211.10829,15131.31386,16047.40379,17136.12694,18258.89656,19433.00412,20640.5782,21901.0208,23173.61539,24481.1066,25885.85585,27272.55672,28816.56971,30309.62838,31842.27686,33576.90685,35475.18447,37488.46796,39654.16814,41915.31036,44249.02575,46635.75093,49079.84028,51636.77608,54292.1229,56998.18198,59992.27054,63027.45461,66279.56554,69812.97504,73734.48908,78043.83756,82781.452,87962.6346,94031.60496,96974.94301,105692.2049,105555.6781,96756.20046,116227.6734,98034.77758,82108.73282,94803.02301,96205.12291,99417.99425,99734.26142,100648.1338,104703.3991,109003.5831,118252.3737,123873.3692,146812.6338,135312.4454,128196.3885,154571.0065,153858.5742,154920.0556,152702.514,154371.0344,149345.9816,147377.2809,153983.3143,142827.2904,156053.6649,140910.4084,138265.4736,155447.2133,166042.6822,170031.3721,177547.1596,178125.2536,172571.2766,170439.2436,159913.5889,146440.8403,150356.8696,123509.5447,113005.3108,103229.5579,93573.94488,84425.90049,73980.87391,60914.21406,47321.96099,32710.71414,23387.56167,13547.30136,6798.530542,2459.738101
2065,6152.065755,6690.763714,7180.931128,7628.258053,8135.002063,8661.000999,9216.233995,9791.827281,10391.20125,11030.45907,11712.84045,12461.83862,13264.78548,14207.33197,15127.40236,16042.8391,17128.94939,18255.25708,19432.11283,20638.26187,21896.86132,23171.97019,24485.86675,25900.30766,27299.8519,28851.94103,30355.73601,31899.76925,33645.97478,35551.95174,37567.60233,39734.51475,41997.68969,44317.01276,46692.53999,49125.67678,51680.36102,54326.06851,57019.29348,60004.19005,63036.71539,66288.29494,69828.56842,73735.62021,78026.8965,82757.70518,87937.39346,93997.4098,96946.26631,105642.5961,105510.6062,96707.28295,116192.6517,97996.78405,82056.44373,94766.7242,96163.52669,99363.72399,99683.49784,100586.9732,104645.5622,108927.7379,118147.2765,123746.4051,146715.8791,135175.516,128006.8371,154310.0467,153570.289,154528.0806,152307.4124,153918.8708,148854.2232,146871.4766,153274.3438,142079.5874,155229.9383,140000.9857,137175.2025,154054.4229,164185.8207,167697.5837,174583.4532,174641.9174,168494.9514,165301.0317,154332.4582,140458.945,143090.5596,116373.6819,105121.3851,94451.13474,83791.38696,73493.43445,62041.51628,48608.20098,35328.79662,22319.09584,14117.76032,6912.474869,2487.854851
2066,5717.710875,6171.375872,6703.218101,7189.648941,7633.285062,8135.630118,8659.21258,9213.508835,9788.791704,10389.1951,11030.01156,11711.88692,12460.43782,13261.26736,14203.66628,15123.1072,16036.12819,17125.5474,18254.44521,19429.96766,20634.37623,21895.33957,23176.50717,24499.58068,25926.28108,27333.41162,28895.89335,30410.6279,31965.48133,33718.86897,35627.11157,37643.84813,39812.76994,42062.3821,44371.16322,46736.34823,49167.38357,51712.95472,54346.5077,57030.98004,60013.42102,63045.48168,66303.62256,69830.25115,73720.31231,78005.32171,82734.88123,87906.4682,93970.80097,96902.15423,105599.1275,105459.0763,96679.82304,116149.906,97936.43638,82026.77145,94727.97952,96113.56632,99315.85161,99625.95003,100534.6846,104576.5551,108835.2027,118031.1885,123670.3957,146574.5789,134983.233,127798.6972,154031.2002,153193.5746,154141.5014,151875.81,153428.5837,148360.517,146214.5223,152495.1944,141352.709,154257.2491,138927.3816,135979.7195,152375.1727,161984.9807,164959.9814,171242.6704,170599.8661,163506.5355,159634.0341,148137.2978,133784.5813,134955.6681,108377.338,96307.52824,84703.37821,73065.25894,61750.67968,49612.14199,36370.64417,24160.08649,13500.3652,7213.61978,2529.551649
2067,5273.047184,5735.663015,6182.869977,6711.360192,7194.389999,7633.878662,8133.955954,8656.656772,9210.657007,9786.908377,10388.7787,11029.11749,11710.57605,12457.13907,13257.85194,14199.64037,15116.78881,16032.95417,17124.80869,18252.46242,19426.34046,20632.97199,21899.65509,23189.52779,24524.19679,25958.19828,27375.10772,28948.22304,30473.35992,32034.81334,33790.25841,35699.53657,37718.13665,39874.24937,42113.9492,44412.98022,46776.25203,49198.65439,51732.70706,54357.98048,57040.1408,60022.20059,63060.54565,66305.79124,69816.40343,73700.67801,77984.66347,82706.75723,87882.67186,93929.36613,96863.75858,105549.3338,105430.9236,96646.11739,116080.769,97903.05221,81995.11804,94681.2007,96069.80592,99261.45545,99577.31793,100471.9482,104491.71,108732.7501,117963.8233,123557.1529,146374.0712,134771.9158,127576.0205,153664.8939,152823.0863,153718.9636,151407.867,152936.8648,147715.7961,145492.7984,151739.0662,140492.7578,153106.8405,137749.7122,134534.9138,150380.3477,159398.781,161871.005,167359.0385,165639.4697,158000.0326,153336.7012,141215.6895,126300.3058,125822.4162,99417.96397,86495.5315,73984.64046,61507.07613,49482.68395,37204.64153,24928.59482,14643.73394,6907.77781,2639.752643
2068,4846.139461,5289.607878,5746.351398,6190.383741,6715.78859,7194.95333,7632.312973,8131.559365,8653.981325,9208.890864,9786.520735,10387.94008,11027.88811,11707.48122,12453.93628,13254.10029,14193.71471,15113.80654,16032.28325,17122.97805,18249.08313,19425.04544,20637.06449,21911.99496,23212.87112,24554.42998,25997.84907,27424.7551,29008.01968,30539.52831,32102.73464,33859.0582,35770.12863,37776.52301,39923.2928,42153.81196,44451.11073,46806.24631,49217.72277,51743.93952,54367.07462,57048.89011,60036.99584,63063.14208,66293.24825,69798.50602,73681.95321,77959.05188,82685.37191,87845.13568,93893.55283,96819.68403,105522.9122,105396.1548,96590.53629,116043.5447,97867.46427,81956.68482,94640.53528,96019.95925,99216.06281,99518.61168,100394.1669,104397.5342,108675.2832,117861.2309,123394.6728,146153.5238,134545.541,127281.9098,153305.6883,152417.8892,153260.9053,150939.045,152291.16,147007.7975,144793.6364,150842.8076,139473.8019,151844.4294,136323.0108,132814.7048,148032.0973,156477.8061,158273.6108,162579.5888,160159.3382,151874.5292,146291.6612,133441.8079,117881.6817,115566.7607,89418.85128,75675.36005,62397.54238,49389.41267,37189.68699,25557.31516,15140.21171,7503.239447,2527.832806
2069,4462.30889,4861.363461,5299.470136,5753.337969,6194.470776,6716.317896,7193.48241,7630.067958,8129.049827,8652.32735,9208.530298,9785.733854,10386.78676,11024.97857,11704.47612,12450.4176,13248.57532,14190.92331,15113.19283,16030.59613,17119.83335,18247.89103,19428.92168,20648.72629,21934.09216,23241.5262,24591.9847,26045.06523,27481.48,29071.07349,30604.36987,32168.19947,33926.14194,35825.63088,37823.13347,39961.24216,42190.19901,44479.84149,46824.64532,49228.69946,51752.93575,54375.79266,57063.37509,60039.96749,63051.77858,66276.90397,69781.51064,73658.58599,77939.82114,82651.17634,87812.93104,93852.35035,96797.02286,105490.0609,105337.6197,96561.46309,116003.8972,97823.9886,81923.544,94594.09167,95978.93165,99160.89952,99445.16721,100307.5972,104346.6383,108585.6177,117712.3003,123215.794,145916.9227,134244.8696,126994.3694,152912.5788,151978.6921,152802.464,150319.8817,151582.3973,146323.159,143963.3141,149778.8548,138355.2076,150311.3603,134620.5023,130786.1431,145377.3576,153069.9186,153833.8675,157295.0985,154056.8318,145012.8571,138366.75,124681.1639,108407.9727,104092.3902,78361.13503,63941.539,50207.07988,37201.09749,25603.89827,15553.44423,7768.403832,2745.736089
2070,4102.708505,4476.330633,4870.431747,5305.916264,5757.138569,6194.962041,6714.949103,7191.369886,7627.716445,8127.501121,8651.992356,9207.792692,9784.651536,10384.05073,11022.15308,11701.17408,12445.23309,13245.97758,14190.364,15111.62685,16027.67509,17118.7371,18251.55341,19439.93116,20669.586,21961.20381,23277.1171,24636.70909,26099.00612,27541.27739,29132.88148,30666.87319,32232.05552,33978.90489,35869.97059,37859.23464,39995.91915,42217.67993,44497.5663,46835.35884,49237.57582,51761.58858,54389.99376,57066.66653,60029.67822,63036.84047,66261.45433,69760.15201,73641.27443,77908.62458,82622.06579,87775.79101,93831.87763,96768.63763,105433.5099,105307.9336,96530.52921,115955.1383,97786.82564,81885.58681,94556.43757,95928.70443,99091.20849,99363.18523,100262.6875,104265.0609,108453.8291,117548.1869,123023.5967,145600.8526,133951.8344,126679.4771,152486.553,151539.586,152193.4472,149640.586,150898.2627,145508.5174,142975.7905,148610.4119,136993.4724,148477.76,132609.2559,128490.6931,142274.4854,148852.0801,148921.1367,151404.4806,147212.2504,137282.3132,129419.5234,114801.433,97782.29889,91367.62924,66331.9845,51553.81034,37899.37208,25668.41137,15613.16856,7991.494956,2842.770367
2071,3774.862447,4115.603359,4484.684618,4876.358532,5309.42315,5757.597862,6193.703304,6712.980164,7189.156518,7626.267749,8127.189863,8651.301837,9206.778031,9782.078049,10381.39347,11019.0479,11696.30641,12442.79982,13245.47072,14188.91588,15108.89425,16026.66869,17122.19182,18261.92336,19459.60302,20695.16667,21994.87456,23319.50702,24687.79754,26155.8523,27599.91084,29192.46694,30727.86366,32282.29713,34021.08536,35904.34466,37892.25743,40022.16727,42234.72694,44507.99925,46844.10052,49246.13875,51775.47533,54393.56861,57057.38124,60016.02353,63022.78903,66241.89125,69744.55337,73612.75915,77882.28507,82588.40715,87758.01082,93806.02246,96718.59069,105405.7668,105276.3865,96492.208,115913.8513,97744.13153,81855.3206,94509.96294,95864.56994,99013.17093,99322.53778,100188.5131,104143.5712,108308.4664,117371.559,122765.3147,145293.8094,133630.697,126338.2805,152061.0603,150952.7261,151525.6413,148986.0993,150082.6407,144537.8204,141890.8649,147184.4927,135361.0793,146307.8021,130331.3423,125802.9054,138423.1753,144181.3555,143439.4983,144789.3396,139489.2637,128538.7342,119307.9902,103693.2758,85965.9395,77481.75061,53588.60721,39000.08791,26207.71512,15683.89685,8033.278998,2924.408352
2072,3474.597659,3786.729545,4123.287587,4490.144206,4879.583117,5309.849118,5756.4314,6191.889907,6710.91667,7187.795227,7625.97877,8126.543475,8650.351866,9204.360062,9779.578398,10378.47271,11014.46832,11694.02579,12442.33744,13244.13914,14186.36918,15107.96363,16029.92008,17131.94517,18280.4335,19483.71535,20726.93331,22034.98183,23367.92351,24741.62224,26211.60857,27656.44173,29250.63237,30775.86636,32322.48881,34053.81465,35935.82046,37917.30734,40038.53566,42244.86352,44516.58384,46852.55605,49259.69418,51779.28792,54385.18126,57044.93222,60003.24664,63004.8516,66227.82072,69718.43964,73588.89249,77851.74566,82572.93617,87735.34995,93759.24315,96694.90141,105376.3276,105236.9912,96460.09108,115866.262,97710.70995,81817.62391,94449.92628,95792.50987,98976.38098,99253.1052,100076.4907,104009.4357,108151.736,117132.74,122515.2543,144957.0699,133282.8048,125997.8673,151488.8571,150309.5906,150883.423,148204.2979,149108.9363,143470.9714,140563.5826,145471.2506,133425.7988,143847.9676,127659.2567,122457.2235,134155.2049,138964.7187,137276.1396,137314.1009,130738.641,118636.6474,107911.689,91306.29621,73031.37705,62720.91237,40626.34131,27027.81321,16045.40246,8080.80956,2939.698808
2073,3199.176301,3485.523128,3793.802766,4128.309155,4493.114808,4879.976705,5308.7764,5754.748439,6189.988918,6709.649658,7187.525658,7625.374255,8125.654158,8648.083196,9202.011228,9776.830436,10374.16321,11012.32622,11693.60367,12441.10493,13241.7792,14185.51173,15111.04409,16039.07395,17149.33759,18303.11118,19513.65617,20764.77676,22080.7862,23418.9186,24794.43061,26265.37085,27711.64654,29296.42588,30814.29184,32353.7018,34083.81549,35959.74648,37933.00803,40048.36262,42253.27032,44524.90741,46865.77298,49263.70465,51771.73671,54373.8109,57033.34906,59986.79334,62992.15975,66203.85533,69696.784,73561.13737,77838.32261,82553.01514,87693.18697,93737.94171,96669.80766,105339.2375,105204.3431,96422.93772,115829.7664,97668.65789,81768.303,94382.22208,95760.40536,98911.10218,99146.66688,99952.68102,103864.5285,107938.4752,116902.3315,122240.7939,144592.3583,132936.0752,125537.1502,150862.1785,149692.2648,150114.7654,147269.1921,148038.3716,142162.5394,138965.197,143436.4941,131230.1074,140957.2482,124323.5302,118746.953,129383.9137,133092.3175,130301.2029,128829.2814,120808.0553,107449.6567,95168.63967,77705.38553,59234.89789,47650.8614,28216.00479,16580.4108,8278.456066,2957.092146
2074,2946.072789,3209.237756,3492.036391,3798.424768,4131.0416,4493.47908,4878.99352,5307.22645,5752.983733,6188.823587,6709.400531,7186.957706,7624.542511,8123.525935,8645.879171,9199.428661,9772.774192,10372.15063,11011.93998,11692.46202,12438.90368,13240.99356,14188.41804,15119.69394,16055.38196,17170.63609,18331.26848,19549.32876,20807.9912,22129.01645,23468.96555,24845.35534,26317.89219,27755.12203,29333.10586,30844.15803,32382.3423,34106.66593,35974.8162,37942.52005,40056.57341,42261.43926,44537.76612,46869.94693,49256.92504,51761.376,54363.2955,57018.29211,59975.35432,62970.14122,66184.17509,69671.51886,73549.52708,77820.83688,82514.80635,87674.77917,93715.42398,96637.87964,105308.8773,105166.4254,96395.09569,115783.317,97612.86359,81712.46129,94353.92738,95700.9193,98809.42261,99028.90367,99818.64794,103666.0622,107733.4718,116649.2323,121943.6087,144229.2473,132463.7204,125032.9136,150261.8002,148951.9335,149193.6189,146240.6717,146722.0706,140583.2315,137063.4535,141126.0112,128645.1143,137338.1377,120621.7651,114595.3329,124006.5624,126437.0614,122370.5098,119180.6323,109562.2441,94906.73506,81134.0172,63148.97611,45097.44677,33166.17508,17343.60154,8566.247298,3029.418925
2075,2713.030398,2955.339983,3215.237079,3496.29224,3800.939942,4131.378151,4492.576151,4877.570931,5305.600812,5751.903674,6188.596025,6708.871968,7186.176249,7622.548078,8121.458148,8643.455448,9195.615037,9770.882769,10371.79705,11010.88012,11690.40739,12438.17897,13243.71884,14196.55858,15135.09009,16075.34354,17197.07913,18364.82024,19590.06006,20853.48159,22176.36382,23517.2319,24895.12385,26359.26598,27789.96639,29361.63834,30871.5909,32404.19865,34121.12614,35984.02471,37950.52363,40064.5676,42273.92188,44542.06759,46863.87508,49247.50039,51751.85704,54349.48717,57008.01987,59955.11514,62952.24708,66161.13472,69661.51677,73534.2011,77786.16914,82498.87492,87655.36817,93686.45648,96612.10001,105273.4624,105138.7439,96359.19515,115720.7297,97549.41921,81690.76978,94298.82477,95606.6665,98696.79992,98901.12819,99633.83072,103475.9999,107508.0846,116375.2517,121648.0391,143731.2247,131947.1232,124550.776,149540.352,148063.0212,148180.0645,144972.8482,145129.6006,138700.8133,134902.2513,138400.9256,125399.352,133319.2371,116475.9707,109911.01,117903.7064,118856.8987,113333.7503,108228.4256,96919.47417,81050.62721,66062.82152,48178.06777,31456.31085,20426.55025,8972.840506,3134.733273
2076,2498.01098,2721.566058,2960.866732,3219.156889,3498.608288,3801.251039,4130.550101,4491.267893,4876.078516,5304.60743,5751.69417,6188.109905,6708.1447,7184.298769,7620.610091,8119.1839,8639.87503,9193.839331,9770.558946,10370.81273,11008.95816,11689.73834,12440.7503,13251.33435,14211.0356,15153.92726,16100.12516,17228.59225,18403.12612,19632.92459,20898.15226,22222.03082,23564.42066,24934.33953,26392.44532,27817.09209,29387.87292,30892.56453,32418.0927,34130.03439,35991.82449,37958.33002,40076.6593,42278.31721,44536.65054,46855.3126,49238.90274,51739.21932,54340.2569,56989.45797,59938.84838,62931.219,66152.56037,69648.11038,73502.69254,77772.42681,82482.12465,87630.08576,93663.4212,96581.88166,105248.369,105102.5127,96309.98684,115649.2259,97526.77455,81646.01041,94209.90167,95502.14945,98574.30498,98723.7045,99457.53273,103266.849,107264.1748,116103.0478,121239.8257,143186.9799,131454.1384,123970.2426,148672.4297,147084.5601,146927.4813,143435.4778,143228.0763,136559.8819,132348.5895,134969.2632,121792.7463,128814.365,111792.9819,104587.2721,110940.9796,110202.2885,103052.2392,95882.91039,82911.01338,66121.30949,50505.86647,33676.80018,19411.53114,10582.29299,3283.522027
2077,2299.387604,2505.871478,2726.65744,2964.477575,3221.290173,3498.895908,3800.491035,4129.348734,4489.895104,4875.167947,5304.415984,5751.243621,6187.441042,6706.39415,7182.474249,7618.478284,8115.82308,8638.210229,9193.543015,9769.644389,10369.01423,11008.33903,11692.16512,12447.91952,13264.8664,14228.74065,15177.31159,16129.66221,17264.56709,18443.42709,19675.02891,20941.24139,22266.69558,23601.61298,24965.80602,26418.29429,27842.05851,29407.96627,30905.95593,32426.71849,34137.62746,35999.44447,37970.02559,40081.11744,42273.50486,44528.89052,46847.56148,49227.35174,51730.9559,54323.19573,56974.71462,59919.65498,62923.92294,66140.86083,69619.42563,73490.88187,77758.02921,82459.99849,87610.3224,93636.27207,96561.19638,105214.9516,105051.8954,96253.47958,115626.1214,97476.7528,81572.33905,94111.17611,95388.1737,98402.9799,98555.14799,99263.3428,103040.5829,107022.1027,115724.4054,120794.096,142668.6473,130859.3349,123270.4778,147716.7068,145872.2131,145405.0655,141596.4302,141063.7545,134025.5534,129123.3592,131153.7526,117746.6183,123720.1955,106463.4677,98503.33026,102975.6163,100332.8864,91432.11216,82162.92698,67767.31456,50654.81589,35378.81797,20822.444,10070.18382,3872.485207
2078,2115.773523,2306.624246,2510.560941,2729.983663,2966.442801,3221.556112,3498.198024,3799.38696,4128.087825,4489.05879,4874.993562,5304.001574,5750.623718,6185.828166,6704.692815,7180.466964,7615.326881,8114.262467,8637.939399,9192.694064,9767.960826,10368.44101,11010.63356,11698.917,12460.64837,13281.40884,14250.71839,15205.18702,16163.37797,17302.40526,18483.02468,19715.64604,20983.40123,22301.90699,23631.47231,24990.33843,26442.1096,27861.21352,29420.84995,30914.33082,32434.11487,34145.05649,36010.75914,37974.52071,40076.862,42266.49077,44521.9246,46837.01263,49219.97769,51715.30433,54309.81446,56957.24205,59913.50895,62913.75514,66114.69774,69609.32318,73478.56099,77738.70154,82443.03505,87586.88532,93618.42243,96533.08427,105167.2571,104993.4441,96237.27339,115570.7435,97392.64645,81490.44369,94003.2137,95227.56657,98240.90561,98369.29823,99053.33529,102816.2593,106682.8839,115311.3302,120370.4472,142041.9751,130140.9553,122499.6278,146529.4357,144395.2689,143580.6061,139501.6607,138497.0509,130815.302,125535.2587,126869.7587,113166.3005,117914.9291,100362.9331,91529.70809,93871.49419,89149.29203,78479.95634,67282.02855,52022.01361,35557.95368,21917.42878,10816.85276,3685.083935
2079,1946.336666,2122.433296,2310.94224,2513.624429,2731.794061,2966.688686,3220.915027,3497.182911,3798.227915,4127.320809,4488.899599,4874.613666,5303.431415,5749.126297,6184.260488,6702.820786,7177.49867,7613.865376,8114.014915,8637.152316,9191.119639,9767.429832,10370.61048,11017.00466,11710.89566,12476.20259,13301.9424,14276.92074,15237.0031,16198.83045,17339.59365,18521.22683,19755.40266,21016.64541,22330.19099,23654.76812,25012.9634,26460.41181,27873.54574,29428.96363,30921.55303,32441.36125,34155.99533,36015.27532,37970.7745,40070.53967,42260.25198,44512.31033,46830.45184,49205.6369,51703.1935,54293.88026,56952.14472,59904.72326,62889.87167,66106.10709,69598.83955,73461.70931,77724.20957,82422.77588,87572.19626,93593.57124,96491.98307,105111.8423,104978.9681,96194.35262,115475.4573,97299.0282,81400.61601,93849.89645,95076.29957,98062.01381,98168.38596,98845.35155,102499.5165,106313.1651,114919.5245,119857.1861,141283.6015,129349.2949,121539.4907,145079.659,142622.0829,141500.9536,137012.8859,135236.1568,127241.8464,121503.3978,122015.0919,107939.7125,111259.0703,93356.80046,83541.11634,83528.27653,76646.98621,64385.67602,51754.31927,36594.19616,22071.15123,11401.16397,3958.320031
